Epoch	Step	Loss	Accuracy	F1-Score
00000	05941	1.499234	0.687500	0.289339
00000	05954	2.113797	0.468750	0.188438
00000	05967	1.346643	0.718750	0.334286
00000	05980	0.896863	0.750000	0.306016
00000	05993	0.753140	0.843750	0.472593
00000	06006	1.198377	0.437500	0.056566
00000	06019	1.325063	0.656250	0.207619
00000	06032	1.921630	0.562500	0.099225
00000	06045	1.266209	0.625000	0.166990
00000	06058	0.718155	0.812500	0.477584
00000	06071	0.912707	0.718750	0.405983
00000	06084	2.015757	0.468750	0.110723
00000	06097	1.357003	0.718750	0.471212
00000	06110	0.750990	0.781250	0.466492
00000	06123	0.936352	0.687500	0.265152
00000	06136	0.896198	0.843750	0.656330
00000	06149	1.397622	0.656250	0.209524
00000	06162	0.858796	0.750000	0.445039
00000	06175	1.685059	0.343750	0.071637
00000	06188	1.256521	0.375000	0.194444
00000	06201	1.345555	0.531250	0.122727
00000	06214	1.019914	0.750000	0.379950
00000	06227	0.700791	0.781250	0.340548
00000	06240	1.039097	0.750000	0.447650
00000	06253	0.647975	0.812500	0.546296
00000	06266	1.311164	0.656250	0.380044
00000	06279	1.018104	0.750000	0.386147
00000	06292	1.011180	0.781250	0.491855
00000	06305	0.961904	0.750000	0.386111
00000	06318	0.875752	0.906250	0.697856
00000	06331	1.303904	0.562500	0.102484
00000	06344	0.972985	0.468750	0.091463
00000	06357	0.690416	0.843750	0.640018
00000	06370	1.218915	0.656250	0.303299
00000	06383	0.498650	0.843750	0.453846
00000	06396	1.940366	0.343750	0.077178
00000	06409	0.935417	0.812500	0.362745
00000	06422	1.660067	0.312500	0.139037
00000	06435	0.923081	0.750000	0.514286
00000	06448	0.783699	0.843750	0.578054
00000	06461	1.779100	0.625000	0.277778
00000	06474	0.973980	0.343750	0.058201
00000	06487	0.938563	0.718750	0.481481
00000	06500	1.489978	0.593750	0.100000
00000	06513	1.448787	0.656250	0.426407
00000	06526	0.832752	0.781250	0.421856
00000	06539	0.663456	0.875000	0.465843
00000	06552	1.619379	0.625000	0.163636
00000	06565	0.775733	0.812500	0.716722
00000	06578	1.078200	0.781250	0.471429
00000	06591	1.287840	0.687500	0.233100
00000	06604	1.395398	0.687500	0.373525
00000	06617	1.707842	0.593750	0.272960
00000	06630	0.794324	0.812500	0.411111
00000	06643	1.233853	0.531250	0.075556
00000	06656	1.018239	0.656250	0.384127
00000	06669	0.915664	0.812500	0.491667
00000	06682	0.575422	0.937500	0.664303
00000	06695	1.160516	0.687500	0.167407
00000	06708	0.813824	0.812500	0.400315
00000	06721	1.447364	0.500000	0.066667
00000	06734	1.643629	0.625000	0.227625
00000	06747	0.790431	0.750000	0.395238
00000	06760	1.235564	0.750000	0.586707
00000	06773	1.630539	0.531250	0.110101
00000	06786	1.369550	0.687500	0.559009
00000	06799	1.307724	0.593750	0.185859
00000	06812	1.031581	0.750000	0.426740
00000	06825	1.186705	0.718750	0.353747
00000	06838	0.856646	0.875000	0.456463
00000	06851	0.681592	0.875000	0.536905
00000	06864	1.892503	0.500000	0.186667
00000	06877	0.927129	0.718750	0.372265
00000	06890	0.780840	0.812500	0.742037
00001	00000	1.803511	0.312500	0.106061
00001	00013	1.336675	0.687500	0.282927
00001	00026	0.609322	0.875000	0.451258
00001	00039	1.130766	0.781250	0.509091
00001	00052	1.593207	0.656250	0.278718
00001	00065	1.583913	0.625000	0.306159
00001	00078	0.960105	0.937500	0.663818
00001	00091	0.578111	0.843750	0.575000
00001	00104	0.783846	0.812500	0.357143
00001	00117	0.681889	0.843750	0.598974
00001	00130	0.997692	0.750000	0.665385
00001	00143	1.573616	0.531250	0.169767
00001	00156	0.926006	0.718750	0.559740
00001	00169	1.076074	0.718750	0.444411
00001	00182	1.759799	0.531250	0.271795
00001	00195	1.343962	0.750000	0.555534
00001	00208	1.079228	0.750000	0.111111
00001	00221	1.825365	0.562500	0.145168
00001	00234	1.609514	0.531250	0.196682
00001	00247	0.964357	0.500000	0.090909
00001	00260	1.243799	0.562500	0.072727
00001	00273	0.983353	0.687500	0.508067
00001	00286	0.736003	0.812500	0.441492
00001	00299	1.587968	0.593750	0.121564
00001	00312	0.899657	0.562500	0.204082
00001	00325	1.231761	0.593750	0.065972
00001	00338	1.098607	0.656250	0.148148
00001	00351	0.504572	0.843750	0.544100
00001	00364	0.851476	0.843750	0.420455
00001	00377	0.569348	0.875000	0.493932
00001	00390	0.816997	0.750000	0.396817
00001	00403	1.145051	0.718750	0.280423
00001	00416	0.863243	0.750000	0.319529
00001	00429	1.187342	0.718750	0.477326
00001	00442	1.301709	0.656250	0.322010
00001	00455	1.588852	0.593750	0.224273
00001	00468	1.146506	0.718750	0.208333
00001	00481	1.006736	0.812500	0.324587
00001	00494	0.832300	0.843750	0.543722
00001	00507	0.638993	0.812500	0.344167
00001	00520	1.530995	0.250000	0.038095
00001	00533	1.658493	0.562500	0.190960
00001	00546	0.805206	0.468750	0.066667
00001	00559	1.004818	0.531250	0.092391
00001	00572	0.820020	0.750000	0.442890
00001	00585	0.645540	0.906250	0.717391
00001	00598	1.029335	0.843750	0.483012
00001	00611	0.848270	0.875000	0.420779
00001	00624	1.188581	0.656250	0.240909
00001	00637	0.732553	0.875000	0.538760
00001	00650	0.866256	0.750000	0.252167
00001	00663	1.082286	0.625000	0.162055
00001	00676	1.233788	0.656250	0.315152
00001	00689	1.184406	0.468750	0.056818
00001	00702	0.872912	0.750000	0.324852
00001	00715	0.567697	0.812500	0.395761
00001	00728	0.766211	0.781250	0.416264
00001	00741	1.645838	0.406250	0.110577
00001	00754	0.571499	0.875000	0.486835
00001	00767	1.091792	0.750000	0.467284
00001	00780	1.068931	0.625000	0.232168
00001	00793	1.058649	0.687500	0.361305
00001	00806	1.983508	0.562500	0.252033
00001	00819	1.002399	0.656250	0.169200
00001	00832	1.061735	0.718750	0.373504
00001	00845	1.237532	0.531250	0.105159
00001	00858	0.742522	0.812500	0.559350
00001	00871	1.572985	0.312500	0.046296
00001	00884	1.015965	0.812500	0.507420
00001	00897	1.024939	0.750000	0.358610
00001	00910	0.765568	0.812500	0.476584
00001	00923	0.844281	0.687500	0.350168
00001	00936	1.817920	0.625000	0.311111
00001	00949	1.808288	0.500000	0.241986
00001	00962	0.743106	0.812500	0.492063
00001	00975	1.069216	0.781250	0.592008
00001	00988	1.295925	0.625000	0.322419
00001	01001	1.251407	0.687500	0.307071
00001	01014	1.324436	0.468750	0.180765
00001	01027	1.020792	0.687500	0.135802
00001	01040	1.025569	0.718750	0.386568
00001	01053	0.611367	0.843750	0.650794
00001	01066	0.930626	0.812500	0.458929
00001	01079	1.554030	0.593750	0.294762
00001	01092	0.937708	0.656250	0.110390
00001	01105	1.029679	0.687500	0.319783
00001	01118	1.272810	0.625000	0.169048
00001	01131	1.043190	0.656250	0.330430
00001	01144	1.106173	0.750000	0.435039
00001	01157	0.977148	0.750000	0.321995
00001	01170	1.102388	0.718750	0.353333
00001	01183	1.085216	0.812500	0.517379
00001	01196	1.241597	0.593750	0.077551
00001	01209	1.125263	0.750000	0.350097
00001	01222	0.738874	0.812500	0.474018
00001	01235	0.820428	0.843750	0.561404
00001	01248	1.497351	0.656250	0.249275
00001	01261	1.083439	0.718750	0.482456
00001	01274	1.279673	0.687500	0.421818
00001	01287	1.243331	0.437500	0.082251
00001	01300	0.864916	0.781250	0.421107
00001	01313	0.891984	0.781250	0.291667
00001	01326	1.043130	0.375000	0.086057
00001	01339	1.267638	0.687500	0.284392
00001	01352	1.391934	0.781250	0.501970
00001	01365	0.869332	0.781250	0.405153
00001	01378	1.017535	0.687500	0.228395
00001	01391	1.156274	0.718750	0.358586
00001	01404	0.939540	0.750000	0.412121
00001	01417	0.839108	0.781250	0.431579
00001	01430	1.268317	0.656250	0.162037
00001	01443	1.344854	0.562500	0.253439
00001	01456	1.221079	0.531250	0.153086
00001	01469	0.863187	0.750000	0.427109
00001	01482	1.273219	0.750000	0.295678
00001	01495	0.618511	0.875000	0.656667
00001	01508	1.961282	0.500000	0.063241
00001	01521	0.856796	0.750000	0.488889
00001	01534	1.382230	0.687500	0.459259
00001	01547	0.719410	0.812500	0.529870
00001	01560	0.949922	0.437500	0.093798
00001	01573	1.039453	0.500000	0.064646
00001	01586	0.939757	0.750000	0.416427
00001	01599	1.889054	0.593750	0.392886
00001	01612	1.050575	0.687500	0.391517
00001	01625	0.991582	0.343750	0.056410
00001	01638	0.493926	0.937500	0.851708
00001	01651	1.555026	0.687500	0.395547
00001	01664	0.745246	0.812500	0.600529
00001	01677	0.703964	0.875000	0.581197
00001	01690	0.894121	0.812500	0.692168
00001	01703	0.959440	0.781250	0.360284
00001	01716	1.096964	0.718750	0.481030
